"","year","job","date","category","guest_name","Experience"
"166",1999,"comedian","9/30/99","Comedy","Bruce McCulloch and Mark McKinney",29
"167",2000,"football player","1/10/00","Athletics","Joe Montana",30
"168",2000,"actor","1/11/00","Acting","Will Ferrell",30
"169",2000,"rapper","1/12/00","Musician","Ice Cube",30
"170",2000,"Singer-lyricist","1/13/00","Musician","Michael Stipe",30
"171",2000,"actress","1/17/00","Acting","Penelope Ann Miller",30
"172",2000,"actor","1/18/00","Acting","Frankie Muniz",30
"173",2000,"actor","1/19/00","Acting","Freddie Prinze Jr.",30
"174",2000,"former mayor of cincinatti","1/20/00","Politician","Jerry Springer",30
"175",2000,"Film actress","1/24/00","Acting","Selma Blair",30
"176",2000,"Film actor","1/25/00","Acting","Peter Krause",30
"177",2000,"model","1/26/00","Media","Jenny McCarthy",30
"178",2000,"actor","1/27/00","Acting","David Arquette",30
"179",2000,"actress","1/4/00","Acting","Cynthia Nixon",30
"180",2000,"Singer-songwriter","1/5/00","Musician","Robbie Williams",30
"181",2000,"Stand-up comedian","1/6/00","Comedy","Richard Belzer",30
"182",2000,"singer-songwriter","10/16/00","Musician","Alice Cooper",30
"183",2000,"actor","10/17/00","Acting","Christian Slater",30
"184",2000,"actor","10/18/00","Acting","Joshua Jackson",30
"185",2000,"actor","10/19/00","Acting","Brendan Fraser",30
"186",2000,"actor","10/2/00","Acting","Dean Cain",30
"187",2000,"actor","10/23/00","Acting","Kevin James",30
"188",2000,"comedian","10/24/00","Comedy","Jeff Garlin",30
"189",2000,"businesswoman","10/25/00","Business","Posh Spice & Baby Spice",30
"190",2000,"singer","10/25/00","Musician","Posh Spice & Baby Spice",30
"191",2000,"actor","10/26/00","Acting","Steven Weber",30
"192",2000,"actor","10/3/00","Acting","Ashton Kutcher",30
"193",2000,"actress","10/30/00","Acting","Brett Butler",30
"194",2000,"journalist","10/31/00","Media","David Frost",30
"195",2000,"singer-songwriter","10/4/00","Musician","Jewel",30
"196",2000,"activist","10/5/00","Advocacy","Ralph Nader",30
"197",2000,"Media person","11/1/00","Media","Phil Donahue",30
"198",2000,"actor","11/13/00","Acting","Adam Sandler",30
"199",2000,"actress","11/14/00","Acting","Patricia Arquette",30
"200",2000,"actor","11/15/00","Acting","Adam Sandler",30
"201",2000,"actor","11/16/00","Acting","Rhys Ifans",30
"202",2000,"actor","11/2/00","Acting","Michael Richards",30
"203",2000,NA,"11/20/00",NA,"Tales of Survival with Vance DeGeneres",30
"204",2000,"actor","11/27/00","Acting","John Goodman",30
"205",2000,"actress","11/28/00","Acting","Laura San Giacomo",30
"206",2000,"film actor","11/29/00","Acting","Billy Campbell",30
"207",2000,"actor","11/30/00","Acting","Anthony Clark",30
"208",2000,"former us senator","11/6/00","Politician","Arlen Specter",30
"209",2000,"american politician","11/7/00","Politician","Bob Dole",30
"210",2000,"Stand-up comedian","11/8/00","Comedy","Richard Belzer",30
"211",2000,"Filmmaker","11/9/00","Media","Michael Moore",30
"212",2000,"radio personality","12/11/00","Media","Ira Glass",30
"213",2000,"commentator","12/12/00","Media","Greta Van Susteren",30
"214",2000,NA,"12/13/00",NA,"no guest",30
"215",2000,"Journalist","12/14/00","Media","Wolf Blitzer",30
"216",2000,"actress","12/18/00","Acting","Marla Sokoloff",30
"217",2000,"actress","12/19/00","Acting","Marisa Tomei",30
"218",2000,"actress","12/20/00","Acting","Jeri Ryan",30
"219",2000,"film actress","12/21/00","Acting","Gillian Anderson",30
"220",2000,"actor","12/4/00","Acting","Thomas Gibson",30
"221",2000,"actress","12/5/00","Acting","Faith Ford",30
"222",2000,"actor","12/6/00","Acting","Chris O'Donnell",30
"223",2000,"actor","12/7/00","Acting","Marlon Wayans",30
"224",2000,"actor","2/1/00","Acting","Jeff Bridges",30
"225",2000,"actor","2/1/00","Acting","Vin Diesel",30
"226",2000,"Singer-songwriter","2/14/00","Musician","Moby",30
"227",2000,"actor","2/15/00","Acting","Dennis Farina",30
"228",2000,"actor","2/16/00","Acting","Matthew Perry",30
"229",2000,"comedian","2/17/00","Comedy","Ed McMahon",30
"230",2000,"former senator from kansas","2/2/00","Politician","Focus on New Hampshire Special, special guest Bob Dole",30
"231",2000,"actor","2/22/00","Acting","Snoop Dogg",30
"232",2000,"actress","2/23/00","Acting","Charlize Theron",30
"233",2000,"actress","2/24/00","Acting","Rachael Leigh Cook",30
"234",2000,"actor","2/28/00","Acting","Forest Whitaker",30
"235",2000,"actor","2/3/00","Acting","Jason Priestly",30
"236",2000,"actor","3/1/00","Acting","Tobey Maguire",30
"237",2000,"stand-up comedian","3/13/00","Comedy","Eddie Izzard",30
"238",2000,"actress","3/14/00","Acting","Kim Delaney",30
"239",2000,"Journalist","3/15/00","Media","Wolf Blitzer",30
"240",2000,"comedian","3/16/00","Comedy","George Wallace",30
"241",2000,"comedian","3/2/00","Comedy","Ellen DeGeneres",30
"242",2000,"actor","3/20/00","Acting","Chris Meloni",30
"243",2000,"actress","3/21/00","Acting","Marla Sokoloff",30
"244",2000,"comedian","3/22/00","Comedy","Eric Idle",30
"245",2000,"film actress","3/23/00","Acting","Leelee Sobieski",30
"246",2000,"singer-songwriter","3/27/00","Musician","John Lydon",30
"247",2000,"actor","3/28/00","Acting","Joshua Jackson",30
"248",2000,"Reporter","3/29/00","Media","Sam Donaldson",30
"249",2000,"actor","3/30/00","Acting","Jimmy Smits",30
"250",2000,"actor","3/6/00","Acting","Neil Patrick Harris",30
"251",2000,"actor","3/7/00","Acting","Kevin Pollak",30
"252",2000,"american politician","3/8/00","Politician","Bob Dole",30
"253",2000,"comedian","3/9/00","Comedy","Garry Shandling",30
"254",2000,"Singer","4/10/00","Musician","Roger Daltrey",30
"255",2000,"writer","4/11/00","Media","Ben Stein",30
"256",2000,"Film actor","4/12/00","Acting","Patrick Stewart",30
"257",2000,"actor","4/13/00","Acting","David Alan Grier",30
"258",2000,"actor","4/17/00","Acting","Stanley Tucci",30
"259",2000,"actress","4/18/00","Acting","Samantha Mathis",30
"260",2000,"professional wrestler","4/19/00","Athletics","Diamond Dallas Page",30
"261",2000,"former us senator","4/20/00","Politician","Arlen Specter",30
"262",2000,"publisher","4/24/00","Media","Hugh Hefner and Bentley twins",30
"263",2000,"model","4/24/00","Media","Hugh Hefner and Bentley twins",30
"264",2000,"actress","4/25/00","Acting","Kirsten Dunst",30
"265",2000,"film actress","4/26/00","Acting","Jeanne Tripplehorn",30
"266",2000,"actor","4/27/00","Acting","Stephen Baldwin",30
"267",2000,"Film actress","5/1/00","Acting","S. Epatha Merkerson",30
"268",2000,"actor","5/10/00","Acting","Andy Richter",30
"269",2000,"actress","5/11/00","Acting","Betty White",30
"270",2000,"television actress","5/15/00","Acting","Tracey Ullman",30
"271",2000,"actor","5/16/00","Acting","Kyle MacLachlan",30
"272",2000,"actress","5/17/00","Acting","Jane Leeves",30
"273",2000,"actor","5/18/00","Acting","Michael Rapaport",30
"274",2000,"actor","5/2/00","Acting","Luke Wilson",30
"275",2000,"actress","5/3/00","Acting","Julie Warner",30
"276",2000,"actress","5/30/00","Acting","Laura Kightlinger",30
"277",2000,"actress","5/31/00","Acting","Thandie Newton",30
"278",2000,"actor","5/4/00","Acting","Eric Close",30
"279",2000,"actress","5/8/00","Acting","Wendie Malick",30
"280",2000,"actor","5/9/00","Acting","Jesse L. Martin",30
"281",2000,"reality show contestant","6/1/00","Media","Sonja Christopher",30
"282",2000,"actor","6/13/00","Acting","Mark Curry",30
"283",2000,"television host","6/14/00","Media","Jimmy Kimmel & Adam Carolla",30
"284",2000,"comedian","6/14/00","Comedy","Jimmy Kimmel & Adam Carolla",30
"285",2000,"actress","6/15/00","Acting","Julie Brown",30
"286",2000,"writer","6/19/00","Media","Heather Donahue",30
"287",2000,"former press secretary","6/20/00","Political Aide","Joe Lockhart",30
"288",2000,"actor","6/21/00","Acting","Freddie Prinze Jr.",30
"289",2000,"actress","6/22/00","Acting","Alicia Silverstone",30
"290",2000,"comic","6/26/00","Comedy","Cheri Oteri",30
"291",2000,"game show host","6/27/00","Media","Jeff Probst",30
"292",2000,"Guitarist","6/28/00","Musician","Richie Sambora",30
"293",2000,"actor","6/29/00","Acting","John C. Reilly",30
"294",2000,"magician","6/5/00","Media","Penn and Teller",30
"295",2000,"actress","6/6/00","Acting","Kelli Williams",30
"296",2000,"Filmmaker","6/7/00","Media","Michael Moore",30
"297",2000,"actress","7/10/00","Acting","Anna Paquin",30
"298",2000,"actor","7/11/00","Acting","J. K. Simmons",30
"299",2000,"actress","7/12/00","Acting","Famke Janssen",30
"300",2000,"actor","7/13/00","Acting","Billy Crudup",30
"301",2000,"actor","7/17/00","Acting","Shawn Wayans & Marlon Wayans",30
"302",2000,"actor","7/17/00","Acting","Shawn Wayans & Marlon Wayans",30
"303",2000,"actress","7/18/00","Acting","Halle Berry",30
"304",2000,NA,"7/19/00",NA,"Fourth Anniversary Special",30
"305",2000,"television personality","7/20/00","Media","Al Roker",30
"306",2000,"actor","7/24/00","Acting","Peter Fonda",30
"307",2000,"writer","7/25/00","Media","Joe Eszterhas",30
"308",2000,"actress","7/26/00","Acting","Jennifer Beals",30
"309",2000,NA,"7/31/00",NA,"Campaign Trail to the Road to the White House Mo Rocca, Vance DeGeneres",30
"310",2000,"american politician","8/1/00","Politician","Bob Dole",30
"311",2000,"former governor of nebraska","8/15/00","Politician","Bob Kerrey",30
"312",2000,"actor","8/16/00","Acting","William Baldwin",30
"313",2000,"american politician","8/18/00","Politician","Bob Dole",30
"314",2000,"Former U.S. Representative","8/2/00","Politician","Mary Bono",30
"315",2000,"actor","8/22/00","Acting","Jeremy Piven",30
"316",2000,"Musician","8/23/00","Musician","Slash",30
"317",2000,"actor","8/24/00","Acting","Vincent D'Onofrio",30
"318",2000,"american politician","8/3/00","Politician","Bob Dole",30
"319",2000,"Former United States Secretary of Labor","8/4/00","Politician","Robert Reich and Ben Stein",30
"320",2000,"writer","8/4/00","Media","Robert Reich and Ben Stein",30
"321",2000,"actor","9/11/00","Acting","Joe Mantegna",30
"322",2000,"actor","9/12/00","Acting","Eugene Levy",30
"323",2000,"boxer","9/13/00","Athletics","Lennox Lewis",30
"324",2000,"former us senator","9/14/00","Politician","Joe Lieberman",30
"325",2000,"actor","9/18/00","Acting","Ryan Phillippe",30
"326",2000,"actress","9/19/00","Acting","Jamie Lee Curtis",30
"327",2000,"rock band","9/20/00","Musician","Barenaked Ladies",30
"328",2000,"actor","9/21/00","Acting","Jamie Foxx",30
"329",2000,"comedian","9/25/00","Comedy","Jonathan Katz",30
"330",2000,"actor","9/26/00","Acting","Bill Goldberg",30
"331",2000,"actor","9/27/00","Acting","Sylvester Stallone",30
"332",2000,"actor","9/28/00","Acting","Tony Danza",30
"333",2000,"film actor","9/5/00","Acting","Donal Logue",30
"334",2000,"actor","9/6/00","Acting","Greg Kinnear",30
"335",2000,"Band","9/7/00","Musician","Spinal Tap",30
"336",2001,"singer","1/10/01","Musician","Vitamin C",31
"337",2001,"actress","1/11/01","Acting","Julia Stiles",31
"338",2001,"actor","1/15/01","Acting","Willem Dafoe",31
"339",2001,"actor","1/16/01","Acting","Tim Robbins",31
"340",2001,"Reporter","1/17/01","Media","Sam Donaldson",31
"341",2001,"actress","1/18/01","Acting","Lynn Whitfield",31
"342",2001,"television host","1/22/01","Media","Bill O'Reilly",31
"343",2001,"actor","1/23/01","Acting","Matthew McConaughey",31
"344",2001,"American football quarterback","1/24/01","Athletics","Terry Bradshaw",31
"345",2001,"actor","1/25/01","Acting","Topher Grace",31
"346",2001,"actor","1/29/01","Acting","David Boreanaz",31
"347",2001,"film actress","1/30/01","Acting","Dyan Cannon",31
"348",2001,"actor","1/31/01","Acting","James van der Beek",31
"349",2001,"Comedian","1/9/01","Comedy","Richard Lewis",31
"350",2001,"actor","10/1/01","Acting","Kelsey Grammer",31
"351",2001,"actor","10/10/01","Acting","Jeremy Piven",31
"352",2001,"journalist","10/11/01","Media","John Miller",31
"353",2001,"chef","10/15/01","Misc","Emeril Lagasse",31
"354",2001,"actress","10/16/01","Acting","Lorraine Bracco",31
"355",2001,"actor","10/17/01","Acting","Snoop Dogg",31
"356",2001,"journalist","10/18/01","Media","Fareed Zakaria",31
"357",2001,"actor","10/2/01","Acting","James Belushi",31
"358",2001,"Singer","10/22/01","Musician","Lance Bass",31
"359",2001,"journalist","10/23/01","Media","Don Dahler",31
"360",2001,"commentator","10/24/01","Media","Greta Van Susteren",31
"361",2001,"actor","10/25/01","Acting","Jeff Bridges",31
"362",2001,"professor","10/3/01","Academic","Stephen S. Morse",31
"363",2001,"actor","10/30/01","Acting","Rob Morrow",31
"364",2001,"Diplomat","10/31/01","Government","Richard Holbrooke",31
"365",2001,"actress","10/4/01","Acting","Kate Beckinsale",31
"366",2001,"actor","10/9/01","Acting","Owen Wilson",31
"367",2001,"actor","11/1/01","Acting","Kevin Spacey",31
"368",2001,"Journalist","11/12/01","Media","Steve Kroft",31
"369",2001,"television presenter","11/13/01","Media","Anne Robinson",31
"370",2001,"american television personality","11/14/01","Media","Carson Daly",31
"371",2001,"actor","11/15/01","Acting","John Stamos",31
"372",2001,"actor","11/26/01","Acting","Edward Burns",31
"373",2001,"Lawyer","11/27/01","Misc","Star Jones",31
"374",2001,"actress","11/28/01","Acting","Jennifer Garner",31
"375",2001,"journalist","11/29/01","Media","David Halberstam",31
"376",2001,"actor","11/5/01","Acting","Paul Rudd",31
"377",2001,"Political satirist","11/6/01","Media","P. J. O'Rourke",31
"378",2001,"white house sommunications director","11/7/01","Political Aide","George Stephanopoulos",31
"379",2001,"comedian","11/8/01","Comedy","Jennifer Saunders",31
"380",2001,"Comedian","12/10/01","Comedy","Stephen Colbert as Al Sharpton (Sharpton had been the scheduled guest)",31
"381",2001,"comedian","12/11/01","Comedy","Dave Gorman",31
"382",2001,"film actress","12/12/01","Acting","Janeane Garofalo",31
"383",2001,"television actress","12/13/01","Acting","Tracey Ullman",31
"384",2001,"actor","12/17/01","Acting","Elijah Wood",31
"385",2001,"Author","12/18/01","Media","Peggy Noonan",31
"386",2001,"actor","12/19/01","Acting","Gary Sinise",31
"387",2001,"actor","12/20/01","Acting","Jamie Foxx",31
"388",2001,"Professor","12/3/01","Academic","Nadine Strossen",31
"389",2001,"telvision personality","12/4/01","Media","John Edward",31
"390",2001,"actress","12/5/01","Acting","Marg Helgenberger",31
"391",2001,"actor","12/6/01","Acting","Ted Danson",31
"392",2001,"actor","2/1/01","Acting","Tim Blake Nelson",31
"393",2001,"musician","2/12/01","Musician","Dave Grohl",31
"394",2001,"muppet","2/13/01","Media","Kermit the Frog",31
"395",2001,"actress","2/14/01","Acting","Jessica Alba",31
"396",2001,"Comedian","2/15/01","Comedy","Wanda Sykes",31
"397",2001,"actor","2/20/01","Acting","Greg Germann",31
"398",2001,"comedian","2/21/01","Comedy","Chris Rock",31
"399",2001,"actress","2/22/01","Acting","Kelly Ripa",31
"400",2001,"actor","2/26/01","Acting","Ted Danson",31
"401",2001,"actor","2/27/01","Acting","Joe Pantoliano",31
"402",2001,"actress","2/28/01","Acting","Heather Locklear",31
"403",2001,"Former United States Deputy Secretary of State","3/1/01","Government","Warren Christopher",31
"404",2001,"actor","3/19/01","Acting","Chris Meloni",31
"405",2001,"actress","3/20/01","Acting","Mary Stuart Masterson",31
"406",2001,"news anchor","3/21/01","media","Jeff Varner",31
"407",2001,"actor","3/22/01","Acting","Denis Leary",31
"408",2001,"Columnist","3/26/01","Media","Richard Roeper",31
"409",2001,"Comedian","3/27/01","Comedy","Richard Lewis",31
"410",2001,"television actor","3/28/01","Acting","Mark Harmon",31
"411",2001,"actress","3/29/01","Acting","Jennifer Love Hewitt",31
"412",2001,"actor","3/5/01","Acting","Martin Short",31
"413",2001,"actor","3/6/01","Acting","Ed Burns",31
"414",2001,"model","3/7/01","Media","Carmen Electra",31
"415",2001,"actor","3/8/01","Acting","Javier Bardem",31
"416",2001,"sportscaster","4/10/01","Media","Bob Costas",31
"417",2001,"actor","4/11/01","Acting","Damon Wayans",31
"418",2001,"television actress","4/12/01","Acting","Brittany Daniel",31
"419",2001,"journalist","4/2/01","Media","Lisa Ling",31
"420",2001,"television producer","4/23/01","Media","Don Hewitt",31
"421",2001,"actress","4/24/01","Acting","Rachael Leigh Cook",31
"422",2001,"actor","4/25/01","Acting","Tom Green",31
"423",2001,"actor","4/26/01","Acting","Tom Cavanagh",31
"424",2001,"actress","4/3/01","Acting","Amy Sedaris",31
"425",2001,"actor","4/30/01","Acting","Eric McCormack",31
"426",2001,"actor","4/4/01","Acting","D.L. Hughley",31
"427",2001,"actor","4/5/01","Acting","Steven Weber",31
"428",2001,"actor","4/9/01","Acting","Paul Reubens",31
"429",2001,"actor","5/1/01","Acting","Dominic Chianese",31
"430",2001,"television actress","5/10/01","Acting","Patricia Richardson",31
"431",2001,"Film actress","5/14/01","Acting","Maura Tierney",31
"432",2001,"actress","5/15/01","Acting","Denise Quií±ones",31
"433",2001,"actor","5/16/01","Acting","Heath Ledger",31
"434",2001,"former mayor of cincinatti","5/17/01","Politician","Jerry Springer",31
"435",2001,NA,"5/2/01",NA,"No guest",31
"436",2001,"actor","5/29/01","Acting","Richard Schiff",31
